name,location,price,area_type,area,bhk
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Signature Global Grand IVA
3.9","2 BHK Flat in Sector 103, Gurgaon",₹63 Lac,Carpet Area,"605 sqft
(56 sqm)","2 BHK
(2 Baths)"
"Bestech Park View Ananda
4.2","3 BHK Flat in Sector 81, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,660 sqft
(154 sqm)","3 BHK
(3 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","3 BHK Flat in Sector 102, Gurgaon",₹2.6 Cr,Super Built-up Area,"1,669 sqft
(155 sqm)","3 BHK
(3 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹3.85 Cr,Super Built-up Area,"2,002 sqft
(186 sqm)","3 BHK
(5 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹3.35 Cr,Super Built-up Area,"1,711 sqft
(159 sqm)","3 BHK
(5 Baths)"
Godrej Meridien,"3 BHK Flat in Sector 106, Gurgaon",₹3.11 Cr,Super Built-up Area,"2,002 sqft
(186 sqm)","3 BHK
(4 Baths)"
"ATS Marigold
3.6","3 BHK Flat in Sector 89 A, Gurgaon",₹2.7 Cr,Super Built-up Area,"2,150 sqft
(200 sqm)","3 BHK
(3 Baths)"
"Raheja Vedaanta
3.7","3 BHK Flat in Sector 108, Gurgaon",₹1.75 Cr,Super Built-up Area,"1,838 sqft
(171 sqm)","3 BHK
(3 Baths)"
Raheja Shilas,"3 BHK Flat in Sector 109, Gurgaon",₹2.7 Cr,Super Built-up Area,"2,740 sqft
(255 sqm)","3 BHK
(4 Baths)"
Raheja Shilas,"4 BHK Flat in Sector 109, Gurgaon",₹3 Cr,Super Built-up Area,"3,053 sqft
(284 sqm)","4 BHK
(5 Baths)"
"Tata Gurgaon Gateway
3.6","2 BHK Flat in Sector 112, Gurgaon",₹2.5 Cr,Super Built-up Area,"1,580 sqft
(147 sqm)","2 BHK
(2 Baths)"
"Pareena Express Heights
3.8","3 BHK Flat in Sector 99, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,970 sqft
(183 sqm)","3 BHK
(4 Baths)"
Hero Homes,"2 BHK Flat in Sector 104, Gurgaon",₹1.6 Cr,Super Built-up Area,"1,099 sqft
(102 sqm)","2 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Signature Global Grand IVA
3.9","2 BHK Flat in Sector 103, Gurgaon",₹63 Lac,Carpet Area,"605 sqft
(56 sqm)","2 BHK
(2 Baths)"
"Bestech Park View Ananda
4.2","3 BHK Flat in Sector 81, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,660 sqft
(154 sqm)","3 BHK
(3 Baths)"
,,,,,
"Shapoorji Pallonji Joyville Gurugram
4.0","3 BHK Flat in Sector 102, Gurgaon",₹2.6 Cr,Super Built-up Area,"1,669 sqft
(155 sqm)","3 BHK
(3 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹3.85 Cr,Super Built-up Area,"2,002 sqft
(186 sqm)","3 BHK
(5 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹3.35 Cr,Super Built-up Area,"1,711 sqft
(159 sqm)","3 BHK
(5 Baths)"
Godrej Meridien,"3 BHK Flat in Sector 106, Gurgaon",₹3.11 Cr,Super Built-up Area,"2,002 sqft
(186 sqm)","3 BHK
(4 Baths)"
"ATS Marigold
3.6","3 BHK Flat in Sector 89 A, Gurgaon",₹2.7 Cr,Super Built-up Area,"2,150 sqft
(200 sqm)","3 BHK
(3 Baths)"
"Tata Gurgaon Gateway
3.6","2 BHK Flat in Sector 112, Gurgaon",₹2.3 Cr,Super Built-up Area,"1,580 sqft
(147 sqm)","2 BHK
(2 Baths)"
"ATS Tourmaline
4.0","3 BHK Flat in Sector 109, Gurgaon",₹2.65 Cr,Super Built-up Area,"2,150 sqft
(200 sqm)","3 BHK
(4 Baths)"
"ATS Triumph
3.7","4 BHK Flat in Sector 104, Gurgaon",₹4.2 Cr,Super Built-up Area,"3,150 sqft
(293 sqm)","4 BHK
(4 Baths)"
"Tata Gurgaon Gateway
3.6","3 BHK Flat in Sector 112, Gurgaon",₹3 Cr,Super Built-up Area,"2,215 sqft
(206 sqm)","3 BHK
(3 Baths)"
"ATS Triumph
3.7","3 BHK Flat in Sector 104, Gurgaon",₹3.1 Cr,Super Built-up Area,"2,290 sqft
(213 sqm)","3 BHK
(3 Baths)"
"Tata Gurgaon Gateway
3.6","3 BHK Flat in Sector 112, Gurgaon",₹3.3 Cr,Super Built-up Area,"2,520 sqft
(234 sqm)","3 BHK
(3 Baths)"
"Tata Gurgaon Gateway
3.6","3 BHK Flat in Sector 112, Gurgaon",₹3.1 Cr,Super Built-up Area,"2,215 sqft
(206 sqm)","3 BHK
(3 Baths)"
"Tata Gurgaon Gateway
3.6","3 BHK Flat in Sector 112, Gurgaon",₹3.9 Cr,Super Built-up Area,"2,870 sqft
(267 sqm)","3 BHK
(4 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"M3M Woodshire
4.1","3 BHK Flat in Sector 107, Gurgaon",₹1.8 Cr,Super Built-up Area,"1,943 sqft
(181 sqm)","3 BHK
(3 Baths)"
ATS Kocoon,"3 BHK Flat in Sector 109, Gurgaon",₹2.3 Cr,Super Built-up Area,"1,745 sqft
(162 sqm)","3 BHK
(3 Baths)"
"Indiabulls Centrum Park
3.8","2 BHK Flat in Sector 103, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,481 sqft
(138 sqm)","2 BHK
(2 Baths)"
"Tulip Orange
3.9","3 BHK Flat in Sector 70, Gurgaon",₹1.5 Cr,Super Built-up Area,"1,137 sqft
(106 sqm)","3 BHK
(2 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.8 Cr,Super Built-up Area,"2,054 sqft
(191 sqm)","3 BHK
(3 Baths)"
"TARC Maceo
4.0","3 BHK Flat in Sector 91, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,862 sqft
(173 sqm)","3 BHK
(3 Baths)"
"CGHS HEWO Apartments
3.9","4 BHK Flat in Sector 56, Gurgaon",₹3.6 Cr,Super Built-up Area,"2,450 sqft
(228 sqm)","4 BHK
(4 Baths)"
ROF Amaltas,"3 BHK Flat in Sector 92, Gurgaon",₹90 Lac,Carpet Area,"650 sqft
(60 sqm)","3 BHK
(3 Baths)"
"GPL Eden Heights
4.1","3 BHK Flat in Sector 70, Gurgaon",₹2.65 Cr,Super Built-up Area,"2,150 sqft
(200 sqm)","3 BHK
(4 Baths)"
Bestech Park View Spa,"3 BHK Flat in Sector 47, Gurgaon",₹4.99 Cr,Super Built-up Area,"2,470 sqft
(229 sqm)","3 BHK
(5 Baths)"
"ILD Grand
3.6","3 BHK Flat in Sector 37C, Gurgaon",₹1.55 Cr,Super Built-up Area,"1,790 sqft
(166 sqm)","3 BHK
(3 Baths)"
,,,,,
"Imperia The Esfera
3.9","4 BHK Flat in Sector 37C, Gurgaon",₹1.82 Cr,Super Built-up Area,"2,600 sqft
(242 sqm)","4 BHK
(4 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.37 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Tata Primanti
4.0","3 BHK Flat in Sector 72, Gurgaon",₹5 Cr,Super Built-up Area,"2,550 sqft
(237 sqm)","3 BHK
(3 Baths)"
Bestech Park View Spa,"3 BHK Flat in Sector 47, Gurgaon",₹5 Cr,Super Built-up Area,"2,470 sqft
(229 sqm)","3 BHK
(4 Baths)"
"Paras Dews
3.7","4 BHK Flat in Sector 106, Gurgaon",₹2.2 Cr,Super Built-up Area,"2,355 sqft
(219 sqm)","4 BHK
(6 Baths)"
"Brisk Lumbini Terrace Homes
3.4","3 BHK Flat in Sector 109, Gurgaon",₹1.85 Cr,Super Built-up Area,"2,177 sqft
(202 sqm)","3 BHK
(4 Baths)"
"Tulip Purple
3.9","4 BHK Flat in Sector 69, Gurgaon",₹2.6 Cr,Super Built-up Area,"2,400 sqft
(223 sqm)","4 BHK
(4 Baths)"
"Raheja Navodaya
3.8","2 BHK Flat in Sector 92, Gurgaon",₹1.12 Cr,Super Built-up Area,"1,498 sqft
(139 sqm)","2 BHK
(2 Baths)"
"Signature Global City 92
3.6","2 BHK Flat in Sector 92, Gurgaon",₹1.13 Cr,Carpet Area,"1,200 sqft
(111 sqm)","2 BHK
(2 Baths)"
"CHD Avenue 71
3.8","2 BHK Flat in Sector 71, Gurgaon",₹1.5 Cr,Super Built-up Area,"1,198 sqft
(111 sqm)","2 BHK
(2 Baths)"
"Signature Global Grand IVA
3.9","2 BHK Flat in Sector 103, Gurgaon",₹72 Lac,Super Built-up Area,"950 sqft
(88 sqm)","2 BHK
(2 Baths)"
"TDI Ourania
4.0","3 BHK Flat in Sector 53, Gurgaon",₹3.9 Cr,Super Built-up Area,"2,138 sqft
(199 sqm)","3 BHK
(3 Baths)"
"TDI Ourania
4.0","3 BHK Flat in Sector 53, Gurgaon",₹3.85 Cr,Super Built-up Area,"2,215 sqft
(206 sqm)","3 BHK
(3 Baths)"
"Raisina Residency
3.8","3 BHK Flat in Sector 59, Gurgaon",₹3.94 Cr,Super Built-up Area,"2,319 sqft
(215 sqm)","3 BHK
(4 Baths)"
"Tulip Purple
3.9","4 BHK Flat in Sector 69, Gurgaon",₹2.65 Cr,Super Built-up Area,"2,400 sqft
(223 sqm)","4 BHK
(5 Baths)"
"Tulip Yellow
3.5","3 BHK Flat in Sector 69, Gurgaon",₹2.25 Cr,Super Built-up Area,"1,704 sqft
(158 sqm)","3 BHK
(3 Baths)"
"Tulip Yellow
3.5","3 BHK Flat in Sector 69, Gurgaon",₹2.25 Cr,Super Built-up Area,"1,704 sqft
(158 sqm)","3 BHK
(3 Baths)"
"Tulip Yellow
3.5","3 BHK Flat in Sector 69, Gurgaon",₹2.25 Cr,Super Built-up Area,"1,704 sqft
(158 sqm)","3 BHK
(3 Baths)"
"Tulip Violet
4.2","4 BHK Flat in Sector 69, Gurgaon",₹3.05 Cr,Super Built-up Area,"2,010 sqft
(187 sqm)","4 BHK
(4 Baths)"
"Tulip Purple
3.9","4 BHK Flat in Sector 69, Gurgaon",₹2.64 Cr,Super Built-up Area,"2,400 sqft
(223 sqm)","4 BHK
(5 Baths)"
"Tulip Purple
3.9","4 BHK Flat in Sector 69, Gurgaon",₹2.65 Cr,Super Built-up Area,"2,400 sqft
(223 sqm)","4 BHK
(5 Baths)"
"Tulip Purple
3.9","4 BHK Flat in Sector 69, Gurgaon",₹2.65 Cr,Super Built-up Area,"2,400 sqft
(223 sqm)","4 BHK
(5 Baths)"
Tulip Violet,"3 BHK Flat in Sector 69, Gurgaon",₹2.22 Cr,Super Built-up Area,"1,578 sqft
(147 sqm)","3 BHK
(3 Baths)"
"Tulip Purple
3.9","4 BHK Flat in Sector 69, Gurgaon",₹2.65 Cr,Super Built-up Area,"2,400 sqft
(223 sqm)","4 BHK
(5 Baths)"
Tulip Violet,"4 BHK Flat in Sector 69, Gurgaon",₹3.05 Cr,Super Built-up Area,"2,010 sqft
(187 sqm)","4 BHK
(4 Baths)"
,,,,,
Tulip Violet,"4 BHK Flat in Sector 69, Gurgaon",₹3.1 Cr,Super Built-up Area,"2,010 sqft
(187 sqm)","4 BHK
(4 Baths)"
"Tulip Purple
3.9","4 BHK Flat in Sector 69, Gurgaon",₹2.68 Cr,Super Built-up Area,"2,400 sqft
(223 sqm)","4 BHK
(5 Baths)"
"Tulip Yellow
3.5","3 BHK Flat in Sector 69, Gurgaon",₹2.45 Cr,Super Built-up Area,"1,704 sqft
(158 sqm)","3 BHK
(3 Baths)"
Tulip Violet,"3 BHK Flat in Sector 69, Gurgaon",₹2.25 Cr,Super Built-up Area,"1,578 sqft
(147 sqm)","3 BHK
(3 Baths)"
"Tulip Yellow
3.5","3 BHK Flat in Sector 69, Gurgaon",₹2.24 Cr,Super Built-up Area,"1,704 sqft
(158 sqm)","3 BHK
(3 Baths)"
Tulip Violet,"4 BHK Flat in Sector 69, Gurgaon",₹2.99 Cr,Super Built-up Area,"2,010 sqft
(187 sqm)","4 BHK
(4 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","2 BHK Flat in Sector 102, Gurgaon",₹2 Cr,Super Built-up Area,"1,368 sqft
(127 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹57 Lac,Super Built-up Area,"900 sqft
(84 sqm)","2 BHK
(2 Baths)"
"Signature Global Park
3.8","2 BHK Flat in Sohna, Gurgaon",₹80 Lac,Super Built-up Area,"822 sqft
(76 sqm)","2 BHK
(2 Baths)"
"Vipul Greens
4.2","3 BHK Flat in Sector 48, Gurgaon",₹3.25 Cr,Super Built-up Area,"1,860 sqft
(173 sqm)","3 BHK
(4 Baths)"
"Silverglades The Melia
3.7","2 BHK Flat in Sohna, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,425 sqft
(132 sqm)","2 BHK
(2 Baths)"
Ashiana Anmol,"3 BHK Flat in Sohna, Gurgaon",₹2.05 Cr,Super Built-up Area,"1,776 sqft
(165 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.42 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(4 Baths)"
"DLF Ridgewood Estate
3.9","3 BHK Flat in DLF Phase 4, Gurgaon",₹2.95 Cr,Super Built-up Area,"1,370 sqft
(127 sqm)","3 BHK
(3 Baths)"
Ashiana Anmol,"2 BHK Flat in Sohna, Gurgaon",₹1.4 Cr,Carpet Area,"1,275 sqft
(118 sqm)","2 BHK
(2 Baths)"
"ILD Greens
4.0","3 BHK Flat in Sector 37C, Gurgaon",₹1.62 Cr,Carpet Area,"1,875 sqft
(174 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2.25 Cr,Super Built-up Area,"1,689 sqft
(157 sqm)","3 BHK
(3 Baths)"
"Emaar MGF The Palm Drive
4.0","3 BHK Flat in Sector 66, Gurgaon",₹4.1 Cr,Super Built-up Area,"1,900 sqft
(177 sqm)","3 BHK
(3 Baths)"
"Silverglades The Melia
3.7","2 BHK Flat in Sohna, Gurgaon",₹1.21 Cr,Carpet Area,"1,425 sqft
(132 sqm)","2 BHK
(2 Baths)"
"ATS Triumph
3.7","3 BHK Flat in Sector 104, Gurgaon",₹2.75 Cr,Super Built-up Area,"2,290 sqft
(213 sqm)","3 BHK
(4 Baths)"
"Emaar MGF The Palm Drive
4.0","2 BHK Flat in Sector 66, Gurgaon",₹2.2 Cr,Super Built-up Area,"1,181 sqft
(110 sqm)","2 BHK
(2 Baths)"
"Bestech Park View Grand Spa
4.2","3 BHK Flat in Sector 81, Gurgaon",₹3.45 Cr,Super Built-up Area,"2,660 sqft
(247 sqm)","3 BHK
(4 Baths)"
"Tulip Yellow
3.5","3 BHK Flat in Sector 69, Gurgaon",₹2.24 Cr,Super Built-up Area,"1,704 sqft
(158 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","2 BHK Flat in Sector 65, Gurgaon",₹2.4 Cr,Super Built-up Area,"1,250 sqft
(116 sqm)","2 BHK
(2 Baths)"
"ILD Greens
4.0","3 BHK Flat in Sector 37C, Gurgaon",₹1.58 Cr,Super Built-up Area,"2,106 sqft
(196 sqm)","3 BHK
(3 Baths)"
,,,,,
"Experion The Heartsong
3.9","3 BHK Flat in Sector 108, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,758 sqft
(163 sqm)","3 BHK
(3 Baths)"
"Cosmos Express 99
3.5","3 BHK Flat in Sector 99, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,850 sqft
(172 sqm)","3 BHK
(3 Baths)"
"Tulip Orange
3.9","3 BHK Flat in Sector 70, Gurgaon",₹1.55 Cr,Carpet Area,"1,137 sqft
(106 sqm)","3 BHK
(2 Baths)"
"Experion The Heartsong
3.9","2 BHK Flat in Sector 108, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,283 sqft
(119 sqm)","2 BHK
(3 Baths)"
Assotech Blith,"2 BHK Flat in Sector 99, Gurgaon",₹1.5 Cr,Super Built-up Area,"1,365 sqft
(127 sqm)","2 BHK
(2 Baths)"
"Signature Andour Heights
3.8","2 BHK Flat in Sector 71, Gurgaon",₹87 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
AWHO Shanti Vihar,"2 BHK Flat in Sector 95, Gurgaon",₹1.35 Cr,Super Built-up Area,"1,400 sqft
(130 sqm)","2 BHK
(2 Baths)"
"Suncity Avenue 76
3.8","2 BHK Flat in Sector 76, Gurgaon",₹86 Lac,Super Built-up Area,"745 sqft
(69 sqm)","2 BHK
(2 Baths)"
"Cosmos Express 99
3.5","3 BHK Flat in Sector 99, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,800 sqft
(167 sqm)","3 BHK
(3 Baths)"
"Spaze Privvy The Address
3.9","3 BHK Flat in Sector 93, Gurgaon",₹1.7 Cr,Carpet Area,"1,300 sqft
(121 sqm)","3 BHK
(4 Baths)"
"Puri Emerald Bay
4.0","2 BHK Flat in Sector 104, Gurgaon",₹2 Cr,Super Built-up Area,"1,550 sqft
(144 sqm)","2 BHK
(2 Baths)"
"Paras Irene
3.9","3 BHK Flat in Sector 70A, Gurgaon",₹2.75 Cr,Super Built-up Area,"1,830 sqft
(170 sqm)","3 BHK
(3 Baths)"
Signature The Serenas,"2 BHK Flat in Sohna, Gurgaon",₹65 Lac,Built-up Area,"684 sqft
(64 sqm)","2 BHK
(2 Baths)"
"Unitech Uniworld Gardens
3.8","4 BHK Flat in Sector 47, Gurgaon",₹3.95 Cr,Built-up Area,"2,416 sqft
(224 sqm)","4 BHK
(4 Baths)"
Godrej Air,"2 BHK Flat in Sector 85, Gurgaon",₹1.85 Cr,Carpet Area,"1,390 sqft
(129 sqm)","2 BHK
(2 Baths)"
"Indiabulls Centrum Park
3.8","3 BHK Flat in Sector 103, Gurgaon",₹1.86 Cr,Super Built-up Area,"1,900 sqft
(177 sqm)","3 BHK
(3 Baths)"
"BPTP Park Generations
4.0","3 BHK Flat in Sector 37D, Gurgaon",₹2.1 Cr,Super Built-up Area,"1,760 sqft
(164 sqm)","3 BHK
(3 Baths)"
"Mapsko Mount Ville
4.1","3 BHK Flat in Sector 79, Gurgaon",₹1.81 Cr,Super Built-up Area,"1,490 sqft
(138 sqm)","3 BHK
(3 Baths)"
"Conscient Heritage Max
4.2","3 BHK Flat in Sector 102, Gurgaon",₹3.2 Cr,Super Built-up Area,"2,149 sqft
(200 sqm)","3 BHK
(4 Baths)"
"Mapsko Paradise
3.9","3 BHK Flat in Sector 83, Gurgaon",₹1.3 Cr,Carpet Area,"1,340 sqft
(124 sqm)","3 BHK
(3 Baths)"
"Emaar Imperial Gardens
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.48 Cr,Super Built-up Area,"2,000 sqft
(186 sqm)","3 BHK
(4 Baths)"
"Puri Emerald Bay
4.0","2 BHK Flat in Sector 104, Gurgaon",₹2.5 Cr,Super Built-up Area,"1,700 sqft
(158 sqm)","2 BHK
(3 Baths)"
"ILD Greens
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹1.19 Cr,Built-up Area,"1,365 sqft
(127 sqm)","2 BHK
(2 Baths)"
"Puri Emerald Bay
4.0","3 BHK Flat in Sector 104, Gurgaon",₹3.85 Cr,Super Built-up Area,"2,450 sqft
(228 sqm)","3 BHK
(4 Baths)"
DLF Regal Gardens,"3 BHK Flat in Sector 90, Gurgaon",₹2.1 Cr,Super Built-up Area,"1,744 sqft
(162 sqm)","3 BHK
(3 Baths)"
,,,,,
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Emaar Imperial Gardens
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.4 Cr,Super Built-up Area,"2,000 sqft
(186 sqm)","3 BHK
(4 Baths)"
"Emaar Imperial Gardens
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.46 Cr,Super Built-up Area,"2,000 sqft
(186 sqm)","3 BHK
(4 Baths)"
"Tata Gurgaon Gateway
3.6","2 BHK Flat in Sector 112, Gurgaon",₹2.21 Cr,Super Built-up Area,"1,580 sqft
(147 sqm)","2 BHK
(2 Baths)"
Godrej Meridien,"2 BHK Flat in Sector 106, Gurgaon",₹2.1 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"Paras Dews
3.7","3 BHK Flat in Sector 106, Gurgaon",₹1.8 Cr,Super Built-up Area,"1,760 sqft
(164 sqm)","3 BHK
(4 Baths)"
Godrej Meridien,"3 BHK Flat in Sector 106, Gurgaon",₹2.6 Cr,Super Built-up Area,"1,625 sqft
(151 sqm)","3 BHK
(3 Baths)"
"Paras Dews
3.7","4 BHK Flat in Sector 106, Gurgaon",₹2.1 Cr,Super Built-up Area,"2,355 sqft
(219 sqm)","4 BHK
(6 Baths)"
"Puri Emerald Bay
4.0","2 BHK Flat in Sector 104, Gurgaon",₹2.12 Cr,Super Built-up Area,"1,550 sqft
(144 sqm)","2 BHK
(2 Baths)"
"Emaar Imperial Gardens
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.38 Cr,Super Built-up Area,"2,025 sqft
(188 sqm)","3 BHK
(4 Baths)"
Godrej Air,"2 BHK Flat in Sector 85, Gurgaon",₹1.8 Cr,Carpet Area,"1,390 sqft
(129 sqm)","2 BHK
(2 Baths)"
"Conscient Heritage Max
4.2","3 BHK Flat in Sector 102, Gurgaon",₹3.2 Cr,Super Built-up Area,"2,149 sqft
(200 sqm)","3 BHK
(4 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,534 sqft
(143 sqm)","2 BHK
(2 Baths)"
"Tata Gurgaon Gateway
3.6","3 BHK Flat in Sector 112, Gurgaon",₹3.5 Cr,Super Built-up Area,"2,575 sqft
(239 sqm)","3 BHK
(4 Baths)"
DLF Regal Gardens,"3 BHK Flat in Sector 90, Gurgaon",₹2.05 Cr,Super Built-up Area,"1,737 sqft
(161 sqm)","3 BHK
(3 Baths)"
"Bestech Park View Grand Spa
4.2","3 BHK Flat in Sector 81, Gurgaon",₹3.4 Cr,Super Built-up Area,"2,660 sqft
(247 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"Conscient Heritage Max
4.2","3 BHK Flat in Sector 102, Gurgaon",₹2.9 Cr,Super Built-up Area,"2,149 sqft
(200 sqm)","3 BHK
(4 Baths)"
"Omaxe The Nile
4.0","3 BHK Flat in Sector 49, Gurgaon",₹3.45 Cr,Super Built-up Area,"2,057 sqft
(191 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","2 BHK Flat in Sector 37C, Gurgaon",₹1.22 Cr,Super Built-up Area,"1,578 sqft
(147 sqm)","2 BHK
(2 Baths)"
"ILD Greens
4.0","3 BHK Flat in Sector 37C, Gurgaon",₹1.5 Cr,Super Built-up Area,"1,974 sqft
(183 sqm)","3 BHK
(3 Baths)"
"Emaar MGF The Palm Drive
4.0","3 BHK Flat in Sector 66, Gurgaon",₹4.12 Cr,Super Built-up Area,"1,950 sqft
(181 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","2 BHK Flat in Sector 65, Gurgaon",₹2.95 Cr,Super Built-up Area,"1,516 sqft
(141 sqm)","2 BHK
(2 Baths)"
"La Vida by Tata Housing
3.6","3 BHK Flat in Sector 113, Gurgaon",₹3.3 Cr,Super Built-up Area,"2,217 sqft
(206 sqm)","3 BHK
(3 Baths)"
,,,,,
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹3.4 Cr,Super Built-up Area,"1,711 sqft
(159 sqm)","3 BHK
(3 Baths)"
"Puri Diplomatic Greens
3.8","4 BHK Flat in Sector 111, Gurgaon",₹4.75 Cr,Super Built-up Area,"2,950 sqft
(274 sqm)","4 BHK
(5 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.41 Cr,Super Built-up Area,"1,534 sqft
(143 sqm)","2 BHK
(3 Baths)"
"Puri Emerald Bay
4.0","3 BHK Flat in Sector 104, Gurgaon",₹3.6 Cr,Super Built-up Area,"2,450 sqft
(228 sqm)","3 BHK
(4 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.3 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"Adani M2K Oyster Grande
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.3 Cr,Super Built-up Area,"1,689 sqft
(157 sqm)","3 BHK
(3 Baths)"
"Paras Dews
3.7","2 BHK Flat in Sector 106, Gurgaon",₹1.55 Cr,Super Built-up Area,"1,385 sqft
(129 sqm)","2 BHK
(2 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹4.65 Cr,Super Built-up Area,"2,343 sqft
(218 sqm)","3 BHK
(5 Baths)"
"Paras Dews
3.7","4 BHK Flat in Sector 106, Gurgaon",₹2 Cr,Super Built-up Area,"2,355 sqft
(219 sqm)","4 BHK
(6 Baths)"
"Emaar Imperial Gardens
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.4 Cr,Super Built-up Area,"2,000 sqft
(186 sqm)","3 BHK
(3 Baths)"
"Puri Emerald Bay
4.0","2 BHK Flat in Sector 104, Gurgaon",₹2 Cr,Super Built-up Area,"1,550 sqft
(144 sqm)","2 BHK
(2 Baths)"
"Adani M2K Oyster Grande
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.6 Cr,Super Built-up Area,"1,889 sqft
(175 sqm)","3 BHK
(3 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","2 BHK Flat in Sector 102, Gurgaon",₹1.45 Cr,Super Built-up Area,"915 sqft
(85 sqm)","2 BHK
(2 Baths)"
"Chintels Serenity
3.5","4 BHK Flat in Sector 109, Gurgaon",₹4.1 Cr,Super Built-up Area,"2,925 sqft
(272 sqm)","4 BHK
(4 Baths)"
"ATS Tourmaline
4.0","3 BHK Flat in Sector 109, Gurgaon",₹3.15 Cr,Super Built-up Area,"2,585 sqft
(240 sqm)","3 BHK
(4 Baths)"
"ATS Tourmaline
4.0","3 BHK Flat in Sector 109, Gurgaon",₹2.1 Cr,Super Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(3 Baths)"
Godrej Meridien,"3 BHK Flat in Sector 106, Gurgaon",₹3.15 Cr,Super Built-up Area,"2,002 sqft
(186 sqm)","3 BHK
(4 Baths)"
